Stock Name,Field,EPS_2009,EPS_2010,EPS_2011,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,EPS_2018,EPS_2019,EPS_2020,BV_2009,BV_2010,BV_2011,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,BV_2018,BV_2019,BV_2020,PE_2009,PE_2010,PE_2011,PE_2012,PE_2013,PE_2014,PE_2015,PE_2016,PE_2017,PE_2018,PE_2019,PE_2020,ROA_2009,ROA_2010,ROA_2011,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,ROA_2018,ROA_2019,ROA_2020,ROE_2009,ROE_2010,ROE_2011,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROS_2009,ROS_2010,ROS_2011,ROS_2012,ROS_2013,ROS_2014,ROS_2015,ROS_2016,ROS_2017,ROS_2018,ROS_2019,ROS_2020,GOS_2009,GOS_2010,GOS_2011,GOS_2012,GOS_2013,GOS_2014,GOS_2015,GOS_2016,GOS_2017,GOS_2018,GOS_2019,GOS_2020,DAR_2009,DAR_2010,DAR_2011,DAR_2012,DAR_2013,DAR_2014,DAR_2015,DAR_2016,DAR_2017,DAR_2018,DAR_2019,DAR_2020,EPS_,BV_,PE_,ROA_,ROE_,ROS_,GOS_,DAR_,EPS_2008,BV_2008,PE_2008,ROA_2008,ROE_2008,ROS_2008,GOS_2008,DAR_2008,EPS_2007,BV_2007,PE_2007,ROA_2007,ROE_2007,ROS_2007,GOS_2007,DAR_2007,EPS_2006,BV_2006,PE_2006,ROA_2006,ROE_2006,ROS_2006,GOS_2006,DAR_2006
TIP,Construction,1.67,1.82,,2.13,2.04,1.86,2.79,2.41,2.14,3.54,3.34,5.2,19.8,21.24,19.91,20.1,20.42,20.63,15.76,15.54,18.33,18.87,19.9,23.52,,,,,,,,7.22,7.57,4.44,6.02,9.23,6.8,6.99,8.18,6.12,6.34,5.98,12.91,12.31,9.95,13.65,10.67,13.22,8.43,8.59,10.39,10.59,10,9.01,17.41,15.48,11.7,18.79,16.77,22.1,56.8,42.7,43.47,21.42,18.79,20.73,36.63,32.47,29.4,46.81,40,51.76,42.13,52.1,66.44,39.83,47.79,46.78,43.25,46.52,40.04,53.91,60.85,70.49,19.34,18.59,21.23,38.7,32.19,30.17,25.87,20.48,14.96,27.33,36.35,40.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIX,Construction,4.27,6.3,4.09,3.83,2.8,3.09,3.04,2.36,4.05,2.86,3.23,2.53,35.36,39.3,21.04,21.67,21.91,23.33,23.8,23.45,25.38,25.43,26.14,25.74,14.75,7.3,4.23,4.96,6.64,7.12,8.22,17.14,8.94,9.44,9.23,11.66,4.76,6.62,9.2,8.96,6.75,7.44,6.11,5.37,11.41,8.53,9.41,7.65,12.08,16.02,19.43,17.25,12.37,12.91,12.78,11.82,17.54,12.91,13.7,11.32,9.09,10.73,9.49,12.44,20.06,21.24,40.19,43.26,19.89,47.46,44.87,48.02,19.12,23.68,24.45,29.02,42.09,44.78,57.53,73.06,32.68,71.4,73.6,73.16,60.6,58.67,52.65,48.02,45.4,42.34,52.15,54.54,34.97,33.96,31.29,32.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,Construction,,,,,,,,,4.76,12.88,8.43,6.27,,,,,,,,,18.17,18.22,24.89,30.16,,,,,,,,,,,7.59,14.99,,,,,,,,,6.74,15.3,17.97,6.45,,,,,,,,,26.21,31.06,33.87,17.69,,,,,,,,,6.65,14.55,19.7,18.79,,,,,,,,,15.79,26.66,28.92,31.54,,,,,,,,,74.27,50.74,46.95,63.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDC,Construction,,0.62,0.32,0.19,0.01,0.04,0.1,0.14,0.15,0.03,,-0.29,10.71,10.91,10.72,10.66,10.51,10.44,11.62,11.71,11.81,11.73,11.73,11.31,,23.71,11.88,20,490,135,37,14.29,25,163.33,,-21.72,2.04,1.54,0.66,0.37,0.01,0.09,0.2,0.46,0.45,0.09,0.01,-0.91,5.13,5.72,3.01,1.73,0.06,0.42,0.87,1.22,1.26,0.25,0.04,-2.52,19.41,4.69,2.51,1.6,0.06,0.54,1.13,0.51,1.11,0.21,0.04,-2.34,10.36,13.18,12.81,13.78,18.98,16.6,20.41,5.98,15.31,14.18,17.5,12.5,60.28,66.07,72.18,72.91,74.02,75.87,77.33,62.03,64.2,64.51,61.44,63.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCG,Construction,0.03,0.97,0.13,0.21,1.12,0.7,0.88,1.1,3.04,,1.55,3.67,16.11,12.04,11.82,11.78,12.78,13.14,16.59,16.88,17.79,18.11,17.52,16.22,,,,,,,,,,,,12.56,0.02,0.7,0.13,0.31,2.16,1.34,1.88,2.12,6.2,2.45,3.54,8.18,0.2,6.15,1.13,1.68,8.79,5.26,5.33,6.49,17.07,6.16,8.83,22.4,0.04,1.47,0.28,0.69,4.47,3.66,4.87,5.67,12.31,5.06,7.19,28.91,13.58,14.54,17.67,14.75,13.01,11.74,15.83,16.37,16.22,12.43,13.8,15.07,83.56,82.59,81.98,75.75,68.96,68.13,64.65,67.3,63.67,60.17,59.94,63.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHM,Construction,,,,,,,,8.24,2.35,4.5,6.5,8.32,,,,,,,,47.74,50.62,14.37,19.32,26.61,,,,,,,,,,16.31,13.05,10.76,,,,,,,,4.39,2.75,11.93,11.03,12.7,,,,,,,,17.26,13.92,29.67,33.6,30.69,,,,,,,,14.7,9.21,36.94,42.12,38.23,,,,,,,,39.7,33.78,26.02,53.18,36.25,,,,,,,,74.55,80.27,59.77,67.19,58.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,Construction,5.33,6.84,2.24,1.82,7.9,2.45,0.64,1.18,1.82,1.27,2.43,1.69,10.35,18.36,16.62,15.07,15.57,14.02,20.11,17.16,19.93,30.23,35.15,39.44,17.64,14.25,44.42,43.96,8.86,19.47,71.41,35.59,42.47,75.04,47.33,64.02,6.28,8.82,2.31,2.81,8.95,3.49,0.84,1.35,2.09,1.31,1.87,1.29,43.48,33.71,12.63,14.88,46.85,15.49,3.24,5.39,8.49,3.81,6.26,4.02,45.51,59.56,35.5,19.88,36.89,11.39,3.57,4.23,4.99,3.1,5.8,4.95,72.79,76.06,43.54,48.23,38.26,37.65,34.39,30.25,29.72,23.73,28.88,15.67,74.6,63.46,76.76,80.52,75.43,69.85,74.17,74.91,75.42,65.62,70.13,67.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNE,Construction,2.77,0.47,0.36,0.2,0.28,1.44,1.33,0.04,0.67,1.03,0.12,0.14,12.63,10.15,10.03,10.37,10.77,11.95,12.39,10.81,10.36,10.76,10.84,10.99,5.16,22.98,8.33,32,23.93,6.88,8.42,187.5,11.33,3.81,30.17,43.29,4.47,1.03,1.16,0.69,0.89,5.5,5.16,0.66,4.07,5.61,0.69,0.55,21.7,2.9,3.5,1.88,2.56,11.68,9.47,1.03,6.78,8.68,1.01,1.16,17.22,6.11,4.19,1.95,2.01,8.6,9.26,1.3,6.99,11.38,0.8,0.89,13.24,21.22,25.57,26.44,21.24,30.28,16.11,15.08,23.27,6.93,7.98,6.74,75.73,60.65,63.47,60.53,62.82,50.03,45.46,36.16,39.89,35.35,31.51,52.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPH,Construction,4.35,0.36,0.24,0.25,0.21,0.1,3.04,1.72,3.49,1.98,0.32,0.14,13.25,16.65,16.88,17.27,16.04,16.14,13.15,12.31,15.06,13.68,10.64,10.9,12.76,60.28,17.5,18,40.48,105,3.22,3.66,3.22,2.66,12.66,36.57,6.66,0.49,0.39,0.39,0.35,0.17,6.49,4.62,9.89,7.06,1.68,0.65,32.47,1.6,1.42,1.47,1.29,0.6,18.22,12.4,19.92,13.94,2.95,1.31,9.17,8.79,7.4,6.1,1.55,1.05,41.91,18.83,13.8,20.75,18.39,5.08,11.51,21.43,17.39,20.19,14.01,12.24,22.89,18.96,19.83,46.23,52.72,40.27,79.49,65.58,69.16,70.23,69.5,71.53,64.36,62.69,50.35,49.31,43.03,50.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPI,Construction,,,,,,,,6.82,4.3,2.64,3.16,1.5,,,,,,,,13.86,12.73,15.36,16.82,14.79,,,,,,,,,8.84,16.04,13.43,22.23,,,,,,,,0.66,11.28,6.27,5.64,3.1,,,,,,,,4.92,20.7,17.16,18.82,10.17,,,,,,,,2.32,48.17,163.26,16.56,13.9,,,,,,,,12.94,52.17,170.62,27.25,31.56,,,,,,,,86.5,45.5,63.44,70.01,69.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRC,Construction,3.49,7.52,1.35,0.01,0.05,0.06,-0.38,0.16,3.61,5.25,0.48,,12.94,17.66,13.01,11.97,11.96,12.27,11.89,12.23,14.71,20.29,25.22,,,4.26,6.44,530,108,111.67,-17.37,112.5,4.68,3.47,34.9,,8.47,15.55,4.33,0.03,0.2,0.22,-2.36,0.92,7.74,19.47,1.43,,26.94,40.19,9.85,0.08,0.38,0.43,-3.15,1.32,10.7,27.23,1.9,,25.47,32.98,10.72,0.16,0.66,1.73,-4.08,4.93,97.16,747.31,225.59,,43.6,45.37,22.18,16.33,22.46,37.29,3.56,7.25,73.52,47.87,62.82,,68.55,61.31,55.14,56.74,46.2,47.46,25.06,30.63,27.69,28.52,24.72,,,,,,,,,,1.06,9.46,,2.49,9.27,8.5,16.04,73.16,,,,,,,,,,,,,,,,
VRE,Construction,,,,,,,,,0.79,1.23,1.23,1.05,,,,,,10,10.5,11.7,13.73,12.24,11.57,12.6,,,,,,,,,59.68,22.68,27.64,29.9,,,,,,0.35,3.04,7.1,5.32,6.22,7.96,5.98,,,,,,0.87,7.32,9.87,7.77,8.43,10.58,8.12,,,,,,5.44,18.29,38.16,36.74,26.35,30.8,28.6,,,,,,63.58,33.68,41.38,50.76,39.91,47.56,45.88,,,,,,60.06,58.55,28.03,31.57,26.3,24.79,26.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSI,Construction,1.83,1.61,2.43,0.64,0.26,1.06,2.27,2.31,2.35,1.75,1.8,1.47,13.18,13.2,13.81,12.8,12.44,13.26,14.55,15.69,16.97,15.78,15.82,15.56,,11.99,1.81,12.03,18.46,10,6.08,5.45,6.21,14.63,13.08,11.63,3.23,2.58,3.84,1.11,0.43,1.89,7.29,7.63,5.39,3.29,3.5,2.95,13.89,12.17,17.13,4.98,2.06,8.07,15.63,14.77,13.84,11.09,11.35,9.45,5.79,4.95,7.83,3.36,1.24,4.17,4.84,12.1,8.89,4.34,5.35,6.71,13.41,16.07,24.49,18.69,14.11,12.74,21.22,20.13,12.88,10.72,14.53,23.71,76.67,78.72,77.48,77.65,78.99,76.53,53.37,48.32,61.06,70.34,69.13,68.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,Manufacturing,5.72,9.11,,4.85,2.78,1.9,0.64,2.61,3.43,1.12,2.69,1.31,18.43,32.58,35.39,26.19,27.45,19.62,16.56,16.76,19.44,17.41,19.01,18.15,,3.66,,2.87,6.37,7.32,19.22,8.97,9.65,13.12,4.72,10.99,8.64,14.09,8.02,6.12,4.77,3.3,2.05,4.61,4.88,2.39,5.76,3.06,31.02,28.17,18.69,10.63,10.11,6.04,4.88,14.87,13.74,6.05,14.15,6.52,9.81,13.31,7.19,5.46,4.75,3.01,2.48,6.62,5.49,2.25,4.97,3.53,21.74,27.41,21.71,18.45,15.42,11.71,11.76,14.32,13.52,8.4,11.26,10.46,71.93,49.84,56.9,41.52,52.02,44.69,58.08,68.98,64.49,60.42,59.25,53.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAM,Manufacturing,4.98,4.08,6.65,1.56,0.82,0.89,0.23,0.13,0.1,0.88,0.7,-1.14,27.71,25.72,25.32,22.52,20.44,20.37,19.76,19.39,19.07,21.3,17.12,15.72,6.45,5.81,3.35,15.9,17.32,16.18,45.22,73.23,103.5,15.23,18.29,-9.82,14.43,13.79,19.39,4.9,2.71,2.99,0.8,0.61,0.45,4.17,3.65,-5.68,16.71,15.66,22.29,5.48,3.17,3.45,1.03,0.64,0.47,4.53,3.93,-6.17,11.33,9.13,10.01,2.88,1.53,2.02,0.73,0.57,0.5,4.39,3.84,-9.9,20.42,18.68,17.62,10.86,11.69,9.82,8.51,7.66,8.29,10.59,9.78,0.12,13.66,11.97,12.98,10.65,14.49,13.41,22.45,5.01,4.22,7.95,7.07,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,Manufacturing,11.85,8.08,8.01,7.18,6.54,6.74,5.71,4.15,2.45,5.8,4.24,1.24,38.84,32.65,28.83,28.26,29.4,29.47,28.89,29.47,28.65,29.75,29.29,29.11,4.39,5.32,4.27,5.92,6.19,7.79,8.49,10.6,12.24,6.93,8.49,25.73,16.93,15.6,20.87,15.33,10.74,11.8,11.78,7.34,4.45,12.46,9.04,2.55,20.65,21.13,25.43,20.58,17.82,18.64,16.9,11.47,6.98,15.9,11.79,3.37,16.72,13.7,15.05,12.47,13.83,17.27,14.53,11.29,7.36,16.85,13.48,4.35,18.63,17.82,24.43,17.69,19.16,22.47,24.81,17.66,12.54,22.8,15.04,11.67,17.98,26.19,17.95,25.5,39.73,36.69,30.3,35.97,36.29,21.64,23.27,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC,Manufacturing,9.41,9.51,6.14,6.14,3.43,3.8,3.11,3.45,1.98,2.52,3.39,5.18,20.29,17.22,19.21,20.71,19.78,20,23.09,22.13,22.36,23.2,24.86,16.89,3.01,3.19,2.93,4.19,7.73,8.39,7.81,8.99,10.2,8.65,5.72,2.86,25.47,24.27,24.18,22.17,13.85,11.3,11.02,13.01,7.26,8.42,8.52,6.5,46.35,33.84,31.97,29.65,17.33,18.98,16.35,18.94,10.81,13.32,17.03,11.71,20.53,18.42,18.26,16.27,9.49,11.03,10.78,10.43,8.75,8.12,8.94,12.23,24.24,22.89,22.68,21.57,15.11,18.31,25.24,25.07,22.14,20.04,18.93,27.42,45.05,28.28,24.36,25.21,20.08,33.31,32.61,31.27,32.84,36.8,49.99,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
